DateTime,PairID,PairName,Open,High,Low,Close,Volume,Spread,SMA_20,SMA_50,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,ATR_14,SignalScore,TradingSignal,NextClose,Direction,PriceChange,MarketReturn,GrossPnL,TransactionCost,NetPnL,CumulativePnL,PortfolioValue,RunningMax,DrawdownPct
2023-01-03 01:00:00,1,EUR/USD,1.07161,1.07282,1.07112,1.0718,8566,1.5,1.0754735,1.07753,1.074773800030902,1.0757950067002466,40.373831775701454,-0.0010212066693446,-0.0006631361708344,-0.0003580704985102,1.0790264100007878,1.0754735,1.071920589999212,0.0017407142857142,-2,SELL,1.07164,-1,-0.00016000000000016001,-0.00014928158238492256,1.4928158238492257,1.0,0.49281582384922573,0.49281582384922573,100000.49281582385,100000.49281582385,0.0
2023-01-03 02:00:00,1,EUR/USD,1.07144,1.07196,1.07144,1.07164,2686,1.8,1.075276,1.077352,1.0742916769492248,1.0754872284261543,35.348837209302246,-0.0011955514769295,-0.0007696192320534,-0.000425932244876,1.0792193376191954,1.075276,1.0713326623808048,0.0016542857142857,-3,STRONG_SELL,1.07111,-1,-0.0005299999999999194,-0.0004945690717031088,4.945690717031088,1.0,3.9456907170310878,4.438506540880313,100004.43850654089,100004.43850654089,0.0
2023-01-03 03:00:00,1,EUR/USD,1.07142,1.07145,1.07092,1.07111,6162,1.9,1.0750955,1.0771686,1.0738021881878057,1.0751629892834762,31.73652694610766,-0.0013608010956707,-0.0008878556047768,-0.0004729454908938,1.0794545654478869,1.0750955,1.070736434552113,0.0016328571428571,-3,STRONG_SELL,1.07198,-1,0.0008699999999999264,0.000812241506474523,-8.12241506474523,1.0,-9.12241506474523,-4.6839085238649165,99995.31609147614,100004.43850654089,-0.009122010183728081
2023-01-03 04:00:00,1,EUR/USD,1.0718,1.07232,1.07154,1.07198,4331,2.0,1.074973,1.0769974,1.0735218515435276,1.074927212299515,31.002017484867977,-0.0014053607559874,-0.0009913566350189,-0.0004140041209684,1.0795433902862266,1.074973,1.070402609713773,0.0016207142857142,-3,STRONG_SELL,1.07264,-1,0.000660000000000105,0.0006156831284166729,-6.156831284166729,1.0,-7.156831284166729,-11.840739808031646,99988.15926019197,100004.43850654089,-0.016278523825572027
2023-01-03 05:00:00,1,EUR/USD,1.07242,1.0736,1.07198,1.07264,5329,1.9,1.0748574999999998,1.0768326,1.0733861820752926,1.0747577891662177,34.51211525867713,-0.001371607090925,-0.0010674067262002,-0.0003042003647248,1.0795455761400332,1.0748574999999998,1.0701694238599664,0.0016771428571428,-3,STRONG_SELL,1.0724,-1,-0.00024000000000001798,-0.00022374701670646068,2.2374701670646067,1.0,1.2374701670646067,-10.603269640967039,99989.39673035903,100004.43850654089,-0.015041108581265292
2023-01-03 06:00:00,1,EUR/USD,1.07267,1.07299,1.07196,1.0724,5725,1.2,1.074754,1.0766745999999998,1.0732344617560168,1.0745831381168682,35.10992671552282,-0.0013486763608514,-0.0011236606531304,-0.0002250157077209,1.0795678108330984,1.074754,1.0699401891669016,0.0016842857142857,-3,STRONG_SELL,1.07243,-1,2.999999999997449e-05,2.7974636329703926e-05,-0.2797463632970393,1.0,-1.2797463632970394,-11.883016004264078,99988.11698399573,100004.43850654089,-0.016320798145463555
2023-01-03 07:00:00,1,EUR/USD,1.07234,1.07255,1.07197,1.07243,2193,1.9,1.074631,1.0765236,1.0731106984089371,1.0744236464045076,31.935709294199995,-0.0013129479955704,-0.0011615181216184,-0.000151429873952,1.0795546396464846,1.074631,1.0697073603535157,0.0015628571428571,-3,STRONG_SELL,1.07253,-1,9.999999999998899e-05,9.324617923779546e-05,-0.9324617923779546,1.0,-1.9324617923779546,-13.815477796642034,99986.18452220336,100004.43850654089,-0.018253174169197653
2023-01-03 08:00:00,1,EUR/USD,1.0732,1.0732,1.07209,1.07253,1802,1.6,1.074455,1.0763568,1.0730213601921776,1.07428337630047,38.18479149632025,-0.0012620161082923,-0.0011816177189532,-8.039838933911365e-05,1.0794165723314302,1.074455,1.0694934276685697,0.0014607142857142,-3,STRONG_SELL,1.07123,-1,-0.0013000000000000789,-0.0012120873075812135,12.120873075812135,1.0,11.120873075812135,-2.694604720829899,99997.30539527917,100004.43850654089,-0.0071327946721609515
2023-01-03 09:00:00,1,EUR/USD,1.071,1.07164,1.07087,1.07123,2967,1.5,1.0741865000000002,1.0761598,1.072745766316458,1.074057200278213,34.85074626865615,-0.001311433961755,-0.0012075809675135,-0.0001038529942414,1.0792396794056096,1.0741865000000002,1.0691333205943907,0.0014857142857142,-3,STRONG_SELL,1.07227,-1,0.001040000000000152,0.0009708465969027678,-9.708465969027678,1.0,-10.708465969027678,-13.403070689857577,99986.59692931014,100004.43850654089,-0.017840785366323525
2023-01-03 10:00:00,1,EUR/USD,1.07217,1.07235,1.07183,1.07227,3664,1.5,1.0739185,1.0759936,1.0726725714985414,1.0739248150724194,30.382775119617435,-0.0012522435738779,-0.0012165134887864,-3.5730085091510754e-05,1.0787671190112034,1.0739185,1.0690698809887966,0.0014085714285714,-3,STRONG_SELL,1.07167,-1,-0.000600000000000156,-0.0005595605584415828,5.595605584415828,1.0,4.595605584415828,-8.80746510544175,99991.19253489455,100004.43850654089,-0.01324538374911044
2023-01-03 11:00:00,1,EUR/USD,1.07185,1.0719,1.07156,1.07167,4611,0.9,1.0736335,1.0758236,1.072518329729535,1.0737577917337218,22.443890274314622,-0.0012394620041866,-0.0012211031918665,-1.835881232015949e-05,1.0782943482399454,1.0736335,1.0689726517600544,0.0013514285714285,-2,SELL,1.07012,-1,-0.0015499999999999403,-0.0014463407578825015,14.463407578825015,1.0,13.463407578825015,4.655942473383265,100004.65594247339,100004.65594247339,0.0
2023-01-03 12:00:00,1,EUR/USD,1.07005,1.07087,1.06973,1.07012,3482,1.3,1.073296,1.0756408,1.0721493559249913,1.073488325679372,26.75916749256736,-0.0013389697543806,-0.0012446765043693,-9.429325001129646e-05,1.077947616131152,1.073296,1.0686443838688482,0.0012114285714285,-2,SELL,1.0717,-1,0.0015800000000001369,0.0014764699286062657,-14.764699286062656,1.0,-15.764699286062656,-11.108756812679392,99988.89124318732,100004.65594247339,-0.015763965324911155
